customer_id,merchant_id,payment_success_rate,payment_failure_rate,avg_payment_delay,subscription_age_months,lifetime_value,avg_order_value,days_since_last_activity,history_payment_count
cust_syn_0296,acc_syn_training,0.7500,0.2500,37.07,0,5495.85,610.65,20,12
cust_syn_0297,acc_syn_training,0.5000,0.5000,4.68,0,3128.30,625.66,19,10
cust_syn_0298,acc_syn_training,0.5625,0.4375,50.87,0,42084.72,2338.04,3,32
cust_syn_0299,acc_syn_training,0.2424,0.7576,50.42,0,6348.00,793.50,0,33
cust_syn_0300,acc_syn_training,0.7500,0.2500,15.27,1,2845.98,316.22,14,12
cust_syn_0301,acc_syn_training,0.6364,0.3636,31.31,0,37062.34,2647.31,13,22
cust_syn_0302,acc_syn_training,0.5556,0.4444,19.86,0,25661.80,2566.18,14,18
cust_syn_0303,acc_syn_training,0.1515,0.8485,20.73,0,2098.75,419.75,16,33
cust_syn_0304,acc_syn_training,0.6429,0.3571,28.45,0,32555.88,1808.66,27,28
cust_syn_0305,acc_syn_training,0.5714,0.4286,40.81,0,34274.56,4284.32,0,14
cust_syn_0306,acc_syn_training,0.7143,0.2857,51.80,0,20289.90,2028.99,41,14
cust_syn_0307,acc_syn_training,0.3810,0.6190,37.91,0,24552.72,3069.09,37,21
cust_syn_0308,acc_syn_training,0.2432,0.7568,48.30,0,16569.54,1841.06,36,37
cust_syn_0309,acc_syn_training,0.7143,0.2857,47.72,0,36817.20,2454.48,34,21
cust_syn_0310,acc_syn_training,0.2500,0.7500,38.50,0,20586.15,4117.23,26,20
cust_syn_0311,acc_syn_training,0.6923,0.3077,43.99,0,9351.45,1039.05,37,13
cust_syn_0312,acc_syn_training,0.8182,0.1818,42.92,0,4886.91,542.99,44,11
cust_syn_0313,acc_syn_training,0.6667,0.3333,31.39,0,14198.16,2366.36,3,9
cust_syn_0314,acc_syn_training,0.6000,0.4000,6.74,0,18121.32,3020.22,19,10
cust_syn_0315,acc_syn_training,0.6667,0.3333,32.90,0,1240.16,310.04,32,6
cust_syn_0316,acc_syn_training,0.7500,0.2500,44.27,0,11240.52,936.71,11,16
cust_syn_0317,acc_syn_training,0.8205,0.1795,23.01,0,38150.72,1192.21,19,39
cust_syn_0318,acc_syn_training,0.6111,0.3889,9.37,0,56563.98,2571.09,17,36
cust_syn_0319,acc_syn_training,0.5926,0.4074,19.45,0,21666.24,1354.14,15,27
cust_syn_0320,acc_syn_training,0.2353,0.7647,57.71,0,7716.96,1929.24,43,17
cust_syn_0321,acc_syn_training,0.8000,0.2000,30.51,0,46071.60,1919.65,44,30
cust_syn_0322,acc_syn_training,0.7273,0.2727,39.12,0,12528.16,1566.02,41,11
cust_syn_0323,acc_syn_training,0.6667,0.3333,44.96,0,16236.30,1623.63,15,15
cust_syn_0324,acc_syn_training,0.5517,0.4483,37.58,1,66242.24,4140.14,14,29
cust_syn_0325,acc_syn_training,0.5769,0.4231,63.92,1,64379.10,4291.94,18,26
cust_syn_0326,acc_syn_training,0.3889,0.6111,36.91,1,16932.23,2418.89,0,18
cust_syn_0327,acc_syn_training,0.4444,0.5556,49.86,0,5338.56,1334.64,35,9
cust_syn_0328,acc_syn_training,0.7500,0.2500,15.33,0,32496.45,2166.43,23,20
cust_syn_0329,acc_syn_training,0.5556,0.4444,71.69,0,65078.40,4338.56,11,27
cust_syn_0330,acc_syn_training,0.4667,0.5333,66.19,0,16158.38,2308.34,36,15
cust_syn_0331,acc_syn_training,0.8148,0.1852,63.75,0,54039.70,2456.35,30,27
cust_syn_0332,acc_syn_training,0.7273,0.2727,14.98,0,17259.44,2157.43,31,11
cust_syn_0333,acc_syn_training,0.8462,0.1538,24.41,0,11245.85,1022.35,22,13
cust_syn_0334,acc_syn_training,0.5000,0.5000,5.30,0,17676.20,3535.24,7,10
cust_syn_0335,acc_syn_training,0.9091,0.0909,14.50,0,77631.60,3881.58,27,22
cust_syn_0336,acc_syn_training,0.6364,0.3636,69.08,1,30151.59,1435.79,39,33
cust_syn_0337,acc_syn_training,0.5000,0.5000,62.17,0,22836.80,2283.68,4,20
cust_syn_0338,acc_syn_training,0.9167,0.0833,11.67,0,44666.38,4060.58,40,12
cust_syn_0339,acc_syn_training,0.7179,0.2821,38.61,0,59935.40,2140.55,13,39
cust_syn_0340,acc_syn_training,0.1724,0.8276,37.71,0,14583.25,2916.65,35,29
cust_syn_0341,acc_syn_training,0.4615,0.5385,14.91,0,17272.80,2878.80,40,13
cust_syn_0342,acc_syn_training,0.7500,0.2500,1.80,0,9878.76,548.82,1,24
cust_syn_0343,acc_syn_training,0.8125,0.1875,5.39,1,98471.36,3787.36,31,32
cust_syn_0344,acc_syn_training,0.4444,0.5556,8.95,1,40979.88,3414.99,21,27
cust_syn_0345,acc_syn_training,0.5313,0.4688,64.58,1,56529.76,3325.28,10,32
cust_syn_0346,acc_syn_training,0.8000,0.2000,14.87,0,10893.96,2723.49,34,5
cust_syn_0347,acc_syn_training,0.7143,0.2857,20.03,0,34230.50,3423.05,34,14
cust_syn_0348,acc_syn_training,0.5714,0.4286,55.93,0,16108.08,1342.34,24,21
cust_syn_0349,acc_syn_training,0.5405,0.4595,17.44,0,20873.40,1043.67,12,37
cust_syn_0350,acc_syn_training,0.6667,0.3333,3.42,0,6130.36,1532.59,14,6
cust_syn_0351,acc_syn_training,0.5000,0.5000,47.72,1,21940.35,4388.07,14,10
cust_syn_0352,acc_syn_training,0.7391,0.2609,11.32,0,16887.80,993.40,7,23
cust_syn_0353,acc_syn_training,0.2941,0.7059,59.74,0,12646.80,2529.36,19,17
cust_syn_0354,acc_syn_training,0.5263,0.4737,38.03,1,50357.60,2517.88,38,38
cust_syn_0355,acc_syn_training,0.6667,0.3333,33.42,0,17470.72,2183.84,0,12
cust_syn_0356,acc_syn_training,0.3333,0.6667,21.97,0,2206.86,735.62,19,9
cust_syn_0357,acc_syn_training,0.4571,0.5429,17.26,0,53244.96,3327.81,44,35
cust_syn_0358,acc_syn_training,0.6667,0.3333,2.62,0,7309.44,456.84,44,24
cust_syn_0359,acc_syn_training,0.8571,0.1429,18.40,0,6166.32,256.93,6,28
cust_syn_0360,acc_syn_training,0.5484,0.4516,54.48,0,51977.16,3057.48,1,31
cust_syn_0361,acc_syn_training,0.7407,0.2593,5.89,0,11720.80,586.04,30,27
cust_syn_0362,acc_syn_training,0.5714,0.4286,36.02,0,20010.72,1250.67,32,28
cust_syn_0363,acc_syn_training,0.6667,0.3333,50.54,0,17772.04,4443.01,33,6
cust_syn_0364,acc_syn_training,0.6250,0.3750,10.23,0,14687.90,1468.79,24,16
cust_syn_0365,acc_syn_training,0.5417,0.4583,32.47,0,17892.42,1376.34,28,24
cust_syn_0366,acc_syn_training,0.6875,0.3125,3.29,0,24898.61,2263.51,12,16
cust_syn_0367,acc_syn_training,0.6667,0.3333,63.57,0,32337.76,2021.11,4,24
cust_syn_0368,acc_syn_training,0.7500,0.2500,63.06,0,10178.76,1696.46,12,8
cust_syn_0369,acc_syn_training,0.5714,0.4286,3.83,0,63475.20,3967.20,15,28
cust_syn_0370,acc_syn_training,0.3871,0.6129,48.30,0,23397.48,1949.79,18,31
cust_syn_0371,acc_syn_training,0.5000,0.5000,12.47,0,3087.00,617.40,3,10
cust_syn_0372,acc_syn_training,0.5294,0.4706,32.45,0,7934.67,881.63,24,17
cust_syn_0373,acc_syn_training,0.7097,0.2903,17.42,0,91158.32,4143.56,39,31
cust_syn_0374,acc_syn_training,0.9167,0.0833,3.10,0,18290.25,554.25,19,36
cust_syn_0375,acc_syn_training,0.6400,0.3600,5.16,0,32228.16,2014.26,41,25
cust_syn_0376,acc_syn_training,0.7568,0.2432,46.55,1,91420.00,3265.00,17,37
cust_syn_0377,acc_syn_training,0.6296,0.3704,42.35,0,76330.17,4490.01,17,27
cust_syn_0378,acc_syn_training,0.9474,0.0526,13.91,0,36762.48,1021.18,21,38
cust_syn_0379,acc_syn_training,0.7500,0.2500,41.90,0,58327.29,2777.49,8,28
cust_syn_0380,acc_syn_training,0.4783,0.5217,20.14,0,36155.35,3286.85,29,23
cust_syn_0381,acc_syn_training,0.7778,0.2222,24.25,0,44096.22,3149.73,30,18
cust_syn_0382,acc_syn_training,0.9394,0.0606,10.36,0,47467.51,1531.21,29,33
cust_syn_0383,acc_syn_training,0.8947,0.1053,20.43,0,49784.50,2928.50,36,19
cust_syn_0384,acc_syn_training,0.5909,0.4091,17.98,0,27196.39,2092.03,31,22
cust_syn_0385,acc_syn_training,0.7692,0.2308,61.98,0,28113.20,2811.32,5,13
cust_syn_0386,acc_syn_training,0.4118,0.5882,16.29,0,32114.04,2293.86,22,34
cust_syn_0387,acc_syn_training,0.7308,0.2692,15.99,0,14576.42,767.18,35,26
cust_syn_0388,acc_syn_training,0.5556,0.4444,20.22,0,4670.15,934.03,39,9
cust_syn_0389,acc_syn_training,0.3214,0.6786,11.49,0,11847.33,1316.37,35,28
cust_syn_0390,acc_syn_training,0.7059,0.2941,56.49,0,33354.24,2779.52,29,17
cust_syn_0391,acc_syn_training,0.5000,0.5000,35.27,0,12945.52,924.68,25,28
cust_syn_0392,acc_syn_training,0.3846,0.6154,42.12,0,19797.10,3959.42,18,13
cust_syn_0393,acc_syn_training,0.5714,0.4286,14.06,0,6657.68,1664.42,9,7
cust_syn_0394,acc_syn_training,0.8919,0.1081,44.49,0,57784.65,1751.05,9,37
cust_syn_0395,acc_syn_training,0.6957,0.3043,15.11,0,19976.32,1248.52,43,23
cust_syn_0396,acc_syn_training,0.5667,0.4333,45.90,1,49732.65,2925.45,27,30
cust_syn_0397,acc_syn_training,0.7813,0.2188,14.09,0,27305.75,1092.23,25,32
cust_syn_0398,acc_syn_training,0.7143,0.2857,30.65,0,30211.75,1208.47,25,35
cust_syn_0399,acc_syn_training,0.7742,0.2258,66.42,0,36809.28,1533.72,12,31
cust_syn_0400,acc_syn_training,0.7727,0.2273,35.39,0,20385.04,1199.12,6,22
cust_syn_0401,acc_syn_training,0.7500,0.2500,21.27,0,12115.98,2019.33,36,8
cust_syn_0402,acc_syn_training,0.4737,0.5263,21.56,0,23794.56,2643.84,1,19
cust_syn_0403,acc_syn_training,0.7429,0.2571,8.84,0,89747.32,3451.82,1,35
cust_syn_0404,acc_syn_training,0.6486,0.3514,31.92,0,10269.84,427.91,9,37
cust_syn_0405,acc_syn_training,0.4375,0.5625,60.76,0,5873.14,419.51,32,32
cust_syn_0406,acc_syn_training,0.5769,0.4231,6.79,0,45725.10,3048.34,21,26
cust_syn_0407,acc_syn_training,0.6296,0.3704,46.89,0,13328.51,784.03,13,27
cust_syn_0408,acc_syn_training,0.2333,0.7667,0.81,0,7465.43,1066.49,22,30
cust_syn_0409,acc_syn_training,0.5897,0.4103,44.00,0,93228.20,4053.40,9,39
cust_syn_0410,acc_syn_training,0.7500,0.2500,12.67,0,20615.07,981.67,20,28
cust_syn_0411,acc_syn_training,0.5294,0.4706,32.58,0,37095.21,4121.69,10,17
cust_syn_0412,acc_syn_training,0.5556,0.4444,0.82,0,8349.50,834.95,8,18
cust_syn_0413,acc_syn_training,0.5000,0.5000,10.42,0,8439.40,2109.85,43,8
cust_syn_0414,acc_syn_training,0.8667,0.1333,18.96,0,6683.17,514.09,36,15
cust_syn_0415,acc_syn_training,0.7000,0.3000,4.06,1,56196.98,4014.07,32,20
cust_syn_0416,acc_syn_training,0.2500,0.7500,51.96,0,10814.76,2703.69,8,16
cust_syn_0417,acc_syn_training,0.9167,0.0833,24.25,0,34216.82,1555.31,28,24
cust_syn_0418,acc_syn_training,0.8000,0.2000,52.41,0,45708.48,2856.78,15,20
cust_syn_0419,acc_syn_training,0.6000,0.4000,3.36,0,10298.22,1716.37,3,10
cust_syn_0420,acc_syn_training,0.5676,0.4324,31.80,0,87469.83,4165.23,15,37
cust_syn_0421,acc_syn_training,0.5200,0.4800,3.53,1,18561.40,1427.80,27,25
cust_syn_0422,acc_syn_training,0.6000,0.4000,47.04,1,63954.66,3045.46,40,35
cust_syn_0423,acc_syn_training,0.2000,0.8000,31.09,0,12027.36,4009.12,17,15
cust_syn_0424,acc_syn_training,0.6875,0.3125,15.97,0,72967.62,3316.71,37,32
cust_syn_0425,acc_syn_training,0.6667,0.3333,28.22,0,33626.16,4203.27,37,12
cust_syn_0426,acc_syn_training,0.4872,0.5128,10.98,0,35774.72,1882.88,24,39
cust_syn_0427,acc_syn_training,0.6111,0.3889,2.74,0,36751.66,3341.06,5,18
cust_syn_0428,acc_syn_training,0.6579,0.3421,66.84,0,93097.75,3723.91,27,38
cust_syn_0429,acc_syn_training,0.8000,0.2000,58.55,0,3644.28,911.07,7,5
cust_syn_0430,acc_syn_training,0.7273,0.2727,12.98,0,82245.60,3426.90,41,33
cust_syn_0431,acc_syn_training,0.6538,0.3462,57.42,0,8238.37,484.61,20,26
cust_syn_0432,acc_syn_training,0.6667,0.3333,41.48,0,12999.24,2166.54,44,9
cust_syn_0433,acc_syn_training,0.9032,0.0968,47.92,0,95760.28,3420.01,39,31
cust_syn_0434,acc_syn_training,0.5385,0.4615,45.26,0,5103.28,729.04,39,13
cust_syn_0435,acc_syn_training,0.4783,0.5217,13.09,0,7899.98,718.18,21,23
cust_syn_0436,acc_syn_training,0.8182,0.1818,68.75,0,9830.34,1092.26,36,11
cust_syn_0437,acc_syn_training,0.6667,0.3333,39.80,0,5089.40,254.47,0,30
cust_syn_0438,acc_syn_training,0.6400,0.3600,13.09,0,27815.68,1738.48,29,25
cust_syn_0439,acc_syn_training,0.7857,0.2143,47.85,0,46355.87,4214.17,39,14
cust_syn_0440,acc_syn_training,0.5000,0.5000,61.32,1,15630.70,3126.14,33,10
cust_syn_0441,acc_syn_training,0.7619,0.2381,57.07,0,45732.48,2858.28,12,21
cust_syn_0442,acc_syn_training,0.6400,0.3600,65.59,0,65015.36,4063.46,24,25
cust_syn_0443,acc_syn_training,0.8000,0.2000,31.99,0,46644.64,2915.29,3,20
cust_syn_0444,acc_syn_training,0.8824,0.1176,4.72,0,105513.00,3517.10,13,34
cust_syn_0445,acc_syn_training,0.8462,0.1538,57.48,0,29056.39,2641.49,28,13
cust_syn_0446,acc_syn_training,0.4688,0.5313,26.27,0,41411.85,2760.79,12,32
cust_syn_0447,acc_syn_training,0.5526,0.4474,18.89,1,23986.62,1142.22,26,38
cust_syn_0448,acc_syn_training,0.7778,0.2222,54.44,0,75789.28,2706.76,16,36
cust_syn_0449,acc_syn_training,0.8529,0.1471,8.05,0,117193.93,4041.17,10,34
cust_syn_0450,acc_syn_training,0.3913,0.6087,54.74,0,4670.64,518.96,24,23
cust_syn_0451,acc_syn_training,0.5000,0.5000,59.58,0,2770.44,692.61,10,8
cust_syn_0452,acc_syn_training,0.4872,0.5128,65.30,0,30794.82,1620.78,13,39
cust_syn_0453,acc_syn_training,0.6000,0.4000,46.28,0,11209.20,1868.20,38,10
cust_syn_0454,acc_syn_training,0.5313,0.4688,54.33,1,59136.37,3478.61,3,32
cust_syn_0455,acc_syn_training,0.8750,0.1250,57.79,0,24417.82,1744.13,7,16
cust_syn_0456,acc_syn_training,0.2000,0.8000,33.75,0,31331.86,4475.98,38,35
cust_syn_0457,acc_syn_training,0.3913,0.6087,45.22,0,6617.52,735.28,29,23
cust_syn_0458,acc_syn_training,0.6957,0.3043,59.87,0,51957.92,3247.37,2,23
cust_syn_0459,acc_syn_training,0.6875,0.3125,50.26,0,19146.82,1740.62,13,16
cust_syn_0460,acc_syn_training,0.2353,0.7647,24.30,0,12144.72,1518.09,29,34
cust_syn_0461,acc_syn_training,0.6154,0.3846,64.08,0,42583.68,2661.48,31,26
cust_syn_0462,acc_syn_training,0.6757,0.3243,37.23,0,68024.50,2720.98,24,37
cust_syn_0463,acc_syn_training,0.8378,0.1622,46.05,0,24653.06,795.26,25,37
cust_syn_0464,acc_syn_training,0.3333,0.6667,56.64,1,5999.35,1199.87,43,15
cust_syn_0465,acc_syn_training,0.4706,0.5294,56.07,0,30809.92,3851.24,13,17
cust_syn_0466,acc_syn_training,0.8889,0.1111,45.08,0,23604.56,2950.57,13,9
cust_syn_0467,acc_syn_training,0.7097,0.2903,33.80,0,86733.02,3942.41,31,31
cust_syn_0468,acc_syn_training,0.8000,0.2000,22.62,0,5212.24,1303.06,11,5
cust_syn_0469,acc_syn_training,0.6250,0.3750,19.39,0,18592.45,3718.49,7,8
cust_syn_0470,acc_syn_training,0.5000,0.5000,5.88,0,7712.16,2570.72,30,6
cust_syn_0471,acc_syn_training,0.8667,0.1333,28.07,0,37552.71,2888.67,17,15
cust_syn_0472,acc_syn_training,0.5000,0.5000,59.66,0,7625.19,2541.73,15,6
cust_syn_0473,acc_syn_training,0.7692,0.2308,27.40,0,82175.40,4108.77,34,26
cust_syn_0474,acc_syn_training,0.6000,0.4000,61.57,0,45530.10,3035.34,35,25
cust_syn_0475,acc_syn_training,0.6250,0.3750,70.50,1,17056.80,3411.36,23,8
cust_syn_0476,acc_syn_training,0.5278,0.4722,9.40,0,41570.86,2187.94,0,36
cust_syn_0477,acc_syn_training,0.5676,0.4324,28.26,1,94202.43,4485.83,37,37
cust_syn_0478,acc_syn_training,0.7778,0.2222,41.29,0,11483.08,820.22,36,18
cust_syn_0479,acc_syn_training,0.7500,0.2500,66.18,0,8864.40,1477.40,3,8
cust_syn_0480,acc_syn_training,0.6667,0.3333,41.45,0,1562.00,390.50,3,6
cust_syn_0481,acc_syn_training,0.5405,0.4595,27.28,0,56592.60,2829.63,19,37
cust_syn_0482,acc_syn_training,0.7143,0.2857,9.74,0,22070.20,4414.04,16,7
cust_syn_0483,acc_syn_training,0.5135,0.4865,4.50,1,74449.41,3918.39,22,37
cust_syn_0484,acc_syn_training,0.7059,0.2941,52.35,0,35700.72,2975.06,11,17
cust_syn_0485,acc_syn_training,0.7857,0.2143,23.83,0,33145.09,3013.19,33,14
cust_syn_0486,acc_syn_training,0.5405,0.4595,40.67,0,63593.60,3179.68,15,37
cust_syn_0487,acc_syn_training,0.8182,0.1818,30.93,0,17251.83,1916.87,10,11
cust_syn_0488,acc_syn_training,0.4872,0.5128,51.94,0,63538.85,3344.15,11,39
cust_syn_0489,acc_syn_training,0.4828,0.5172,71.27,1,12348.56,882.04,2,29
cust_syn_0490,acc_syn_training,0.8182,0.1818,43.31,0,33722.10,1873.45,11,22
cust_syn_0491,acc_syn_training,0.8571,0.1429,35.22,0,28997.16,2416.43,6,14
cust_syn_0492,acc_syn_training,0.8667,0.1333,60.43,0,40195.61,3091.97,25,15
cust_syn_0493,acc_syn_training,0.5526,0.4474,15.14,0,39043.41,1859.21,20,38
cust_syn_0494,acc_syn_training,0.7500,0.2500,50.87,0,7212.30,480.82,20,20
cust_syn_0495,acc_syn_training,0.5294,0.4706,15.53,0,3603.69,400.41,29,17
cust_syn_0496,acc_syn_training,0.7778,0.2222,64.19,0,35104.65,1671.65,32,27
cust_syn_0497,acc_syn_training,0.6667,0.3333,37.79,0,26850.96,1118.79,27,36
cust_syn_0498,acc_syn_training,0.6000,0.4000,49.97,1,5393.70,898.95,22,10
cust_syn_0499,acc_syn_training,0.7143,0.2857,41.90,0,5166.10,1033.22,11,7
cust_syn_0500,acc_syn_training,0.9474,0.0526,65.25,0,71286.84,3960.38,39,19
